Time,Queue Length,Mean Response Time,Mean Waiting Time,Utilization,Reliability
52,4,3.449588,0.911319,0.689512,1.000000
53,4,3.449588,0.911319,0.695370,1.000000
54,4,3.449588,0.911319,0.701011,1.000000
55,4,3.449588,0.911319,0.706448,1.000000
56,5,3.104629,0.820187,0.711690,1.000000
57,6,2.822390,0.745625,0.716748,1.000000
58,6,2.822390,0.745625,0.721631,1.000000
59,6,2.822390,0.745625,0.726349,1.000000
60,6,2.822390,0.745625,0.730910,1.000000
61,7,2.587191,0.683489,0.735322,1.000000
62,8,2.388177,0.630913,0.739591,1.000000
63,9,2.217592,0.585848,0.743724,1.000000
64,10,2.069753,0.546791,0.747728,1.000000
65,9,3.770454,1.937392,0.751609,1.000000
66,9,3.770454,1.937392,0.755373,1.000000
67,9,3.770454,1.937392,0.759024,1.000000
68,9,3.770454,1.937392,0.762568,1.000000
69,9,3.770454,1.937392,0.766009,1.000000
70,9,5.123750,3.333281,0.769352,1.000000
71,9,5.123750,3.333281,0.772600,1.000000
72,9,5.123750,3.333281,0.775759,1.000000
73,9,5.123750,3.333281,0.778830,1.000000
74,8,6.938354,4.725583,0.781819,1.000000
75,8,6.938354,4.725583,0.784728,1.000000
76,8,6.938354,4.725583,0.787561,1.000000
77,7,8.500404,6.272188,0.790320,1.000000
78,8,8.000380,5.903236,0.793008,1.000000
79,8,8.000380,5.903236,0.795628,1.000000
80,8,8.000380,5.903236,0.798183,1.000000
81,8,8.000380,5.903236,0.800674,1.000000
82,9,7.555915,5.575278,0.803105,1.000000
83,9,8.748070,6.684832,0.805477,1.000000
84,9,8.748070,6.684832,0.807793,1.000000
85,8,10.273350,8.137643,0.810054,1.000000
86,8,10.273350,8.137643,0.812263,1.000000
87,8,10.273350,8.137643,0.814421,1.000000
88,8,10.273350,8.137643,0.816530,1.000000
89,9,9.759683,7.730760,0.818591,1.000000
90,9,9.759683,7.730760,0.820607,1.000000
91,9,9.759683,7.730760,0.822578,1.000000
92,9,9.759683,7.730760,0.824507,1.000000
93,10,9.294936,7.362629,0.826394,1.000000
94,10,9.294936,7.362629,0.828241,1.000000
95,9,11.073283,8.952965,0.830049,1.000000
96,9,11.073283,8.952965,0.831819,1.000000
97,9,11.073283,8.952965,0.833553,1.000000
98,10,10.569952,8.546012,0.835251,1.000000
99,10,11.742268,9.789637,0.836915,1.000000
100,8,15.861219,13.637154,0.838546,1.000000
101,7,17.139766,14.574745,0.840145,1.000000
102,7,17.139766,14.574745,0.841712,1.000000
103,6,18.158802,15.443979,0.843249,1.000000
104,9,16.141157,13.727982,0.844756,1.000000
105,10,15.564687,13.237697,0.846234,1.000000
106,10,15.564687,13.237697,0.847685,1.000000
107,9,16.476846,14.108292,0.849109,1.000000
108,9,16.476846,14.108292,0.850506,1.000000
109,9,16.476846,14.108292,0.851877,1.000000
110,8,17.438803,14.867161,0.853224,1.000000
111,8,17.438803,14.867161,0.854546,1.000000
112,7,18.257454,15.515525,0.855845,1.000000
113,8,17.627886,14.980507,0.857120,1.000000
114,8,17.627886,14.980507,0.858374,1.000000
115,8,17.627886,14.980507,0.859605,1.000000
116,9,17.040290,14.481157,0.860816,1.000000
117,9,17.040290,14.481157,0.862005,1.000000
118,8,17.872211,15.150931,0.863175,1.000000
119,7,18.560198,15.798477,0.864325,1.000000
120,7,18.621887,15.946850,0.865455,1.000000
121,7,18.621887,15.946850,0.866567,1.000000
122,6,19.336665,16.512613,0.867661,1.000000
123,6,19.336665,16.512613,0.868737,1.000000
124,6,19.336665,16.512613,0.869795,1.000000
125,6,19.336665,16.512613,0.870837,1.000000
126,6,19.336665,16.512613,0.871862,1.000000
127,6,19.336665,16.512613,0.872871,1.000000
128,6,19.336665,16.512613,0.873864,1.000000
129,6,19.336665,16.512613,0.874842,1.000000
130,6,19.336665,16.512613,0.875805,1.000000
131,6,19.336665,16.512613,0.876753,1.000000
132,7,18.732394,15.996594,0.877686,1.000000
133,7,18.732394,15.996594,0.878606,1.000000
134,7,18.732394,15.996594,0.879512,1.000000
135,7,18.732394,15.996594,0.880405,1.000000
136,7,18.732394,15.996594,0.881284,1.000000
137,7,19.163857,16.510681,0.882150,1.000000
138,7,19.163857,16.510681,0.883004,1.000000
139,8,18.600215,16.025072,0.883846,1.000000
140,8,18.600215,16.025072,0.884676,1.000000
141,9,18.068780,15.567213,0.885494,1.000000
142,10,17.566869,15.134791,0.886300,1.000000
143,11,17.092089,14.725742,0.887095,1.000000
144,12,16.642297,14.338223,0.887879,1.000000
145,12,16.642297,14.338223,0.888653,1.000000
146,12,17.288165,15.036683,0.889415,1.000000
147,12,17.288165,15.036683,0.890167,1.000000
148,12,17.288165,15.036683,0.890910,1.000000
149,12,17.288165,15.036683,0.891642,1.000000
150,12,17.288165,15.036683,0.892364,1.000000
151,12,17.288165,15.036683,0.893077,1.000000
152,11,18.501083,16.241927,0.893780,1.000000
153,12,18.038555,15.835879,0.894475,1.000000
154,12,18.038555,15.835879,0.895160,1.000000
155,13,17.598591,15.449638,0.895836,1.000000
156,13,17.598591,15.449638,0.896504,1.000000
157,13,17.598591,15.449638,0.897163,1.000000
158,12,18.888496,16.536633,0.897814,1.000000
159,12,18.888496,16.536633,0.898457,1.000000
160,11,20.036091,17.604248,0.899091,1.000000
161,11,20.036091,17.604248,0.899718,1.000000
162,13,19.104180,16.785446,0.900337,1.000000
163,13,19.104180,16.785446,0.900949,1.000000
164,13,19.104180,16.785446,0.901553,1.000000
165,14,18.669994,16.403959,0.902149,1.000000
166,13,19.807101,17.450116,0.902739,1.000000
167,13,19.807101,17.450116,0.903321,1.000000
168,13,19.807101,17.450116,0.903897,1.000000
169,13,20.439953,17.865597,0.904465,1.000000
170,13,20.439953,17.865597,0.905027,1.000000
171,12,21.296225,18.626345,0.905583,1.000000
172,13,20.833264,18.221425,0.906131,1.000000
173,13,20.833264,18.221425,0.906674,1.000000
174,14,20.390003,17.833735,0.907210,1.000000
175,15,20.332304,17.842284,0.907741,1.000000
176,16,19.925658,17.485439,0.908265,1.000000
177,15,20.683844,18.205199,0.908783,1.000000
178,14,21.433242,18.932349,0.909296,1.000000
179,14,21.433242,18.932349,0.909802,1.000000
180,13,22.195582,19.659274,0.910303,1.000000
181,13,22.195582,19.659274,0.910799,1.000000
182,12,22.966803,20.413301,0.911289,1.000000
183,11,23.741387,21.149951,0.911774,1.000000
184,11,23.741387,21.149951,0.912253,1.000000
185,11,24.042491,21.372486,0.912728,1.000000
186,12,23.580136,20.961477,0.913197,1.000000
187,12,23.580136,20.961477,0.913661,1.000000
188,12,23.580136,20.961477,0.914120,1.000000
189,12,23.580136,20.961477,0.914575,1.000000
190,12,23.580136,20.961477,0.915024,1.000000
191,12,23.580136,20.961477,0.915469,1.000000
192,12,23.580136,20.961477,0.915909,1.000000
193,12,23.580136,20.961477,0.916345,1.000000
194,12,23.580136,20.961477,0.916776,1.000000
195,12,23.580136,20.961477,0.917203,1.000000
196,12,23.580136,20.961477,0.917626,1.000000
197,11,24.437959,21.774802,0.918044,1.000000
198,11,24.437959,21.774802,0.918458,1.000000
199,11,24.437959,21.774802,0.918867,1.000000
200,12,23.976865,21.363957,0.919273,1.000000
201,13,23.532849,20.968328,0.919675,1.000000
202,13,23.532849,20.968328,0.920072,1.000000
203,13,23.532849,20.968328,0.920466,1.000000
204,13,23.995398,21.350324,0.920856,1.000000
205,14,23.566909,20.969069,0.921242,1.000000
206,14,23.921731,21.366221,0.921624,1.000000
207,15,23.509287,20.997838,0.922003,1.000000
208,16,23.110825,20.641942,0.922378,1.000000
209,16,23.110825,20.641942,0.922749,1.000000
210,17,22.725644,20.297910,0.923117,1.000000
211,17,22.725644,20.297910,0.923482,1.000000
212,17,22.725644,20.297910,0.923843,1.000000
213,17,22.725644,20.297910,0.924200,1.000000
214,16,23.584009,21.110755,0.924554,1.000000
215,16,23.584009,21.110755,0.924905,1.000000
216,16,23.584009,21.110755,0.925253,1.000000
217,16,23.584009,21.110755,0.925597,1.000000
218,18,22.823235,20.429762,0.925939,1.000000
219,16,24.506238,22.006441,0.926277,1.000000
220,17,24.117250,21.657132,0.926612,1.000000
221,16,24.894394,22.395564,0.926944,1.000000
222,16,24.894394,22.395564,0.927273,1.000000
223,15,25.666481,23.153648,0.927599,1.000000
224,14,26.437509,23.917845,0.927922,1.000000
225,14,26.437509,23.917845,0.928243,1.000000
226,13,27.242260,24.711665,0.928560,1.000000
227,12,28.043131,25.371880,0.928875,1.000000
228,12,28.043131,25.371880,0.929187,1.000000
229,12,28.043131,25.371880,0.929496,1.000000
230,12,28.043131,25.371880,0.929803,1.000000
231,12,28.043131,25.371880,0.930107,1.000000
232,13,27.604958,24.975444,0.930408,1.000000
233,13,27.604958,24.975444,0.930707,1.000000
234,12,28.378505,25.733540,0.931003,1.000000
235,12,28.378505,25.733540,0.931296,1.000000
236,12,28.378505,25.733540,0.931587,1.000000
237,11,29.180631,26.313388,0.931876,1.000000
238,12,28.731698,25.908566,0.932162,1.000000
239,12,28.731698,25.908566,0.932446,1.000000
240,13,28.296370,25.516012,0.932728,1.000000
241,13,28.296370,25.516012,0.933007,1.000000
242,12,28.934514,26.148653,0.933284,1.000000
243,12,28.934514,26.148653,0.933558,1.000000
244,12,28.934514,26.148653,0.933830,1.000000
245,12,28.934514,26.148653,0.934100,1.000000
246,12,28.934514,26.148653,0.934368,1.000000
247,13,28.502656,25.758375,0.934634,1.000000
248,15,27.676492,25.011755,0.934898,1.000000
249,15,27.676492,25.011755,0.935159,1.000000
250,15,27.676492,25.011755,0.935418,1.000000
251,15,27.676492,25.011755,0.935676,1.000000
252,16,27.281114,24.654445,0.935931,1.000000
253,16,27.281114,24.654445,0.936184,1.000000
254,15,28.046537,25.373314,0.936435,1.000000
255,16,27.651515,25.015943,0.936685,1.000000
256,16,27.651515,25.015943,0.936932,1.000000
257,15,28.404049,25.753492,0.937177,1.000000
258,16,28.009548,25.395804,0.937421,1.000000
259,17,27.625855,25.047917,0.937663,1.000000
260,16,28.386674,25.788891,0.937902,1.000000
261,16,28.386674,25.788891,0.938140,1.000000
262,17,28.003070,25.440392,0.938376,1.000000
263,17,28.003070,25.440392,0.938611,1.000000
264,17,28.003070,25.440392,0.938843,1.000000
265,18,27.629696,25.101187,0.939074,1.000000
266,19,27.266147,24.770908,0.939303,1.000000
267,19,27.266147,24.770908,0.939530,1.000000
268,20,26.912041,24.449208,0.939756,1.000000
269,20,26.912041,24.449208,0.939980,1.000000
270,19,27.743619,25.269656,0.940202,1.000000
271,19,27.743619,25.269656,0.940423,1.000000
272,19,27.743619,25.269656,0.940642,1.000000
273,19,27.743619,25.269656,0.940859,1.000000
274,19,27.743619,25.269656,0.941075,1.000000
275,19,27.743619,25.269656,0.941290,1.000000
276,20,27.387932,24.945686,0.941502,1.000000
277,20,27.387932,24.945686,0.941713,1.000000
278,20,27.387932,24.945686,0.941923,1.000000
279,20,27.387932,24.945686,0.942131,1.000000
280,21,27.041249,24.629918,0.942338,1.000000
281,20,27.981468,25.560521,0.942543,1.000000
282,21,27.631699,25.241015,0.942747,1.000000
283,21,27.631699,25.241015,0.942949,1.000000
284,21,27.631699,25.241015,0.943150,1.000000
285,21,27.631699,25.241015,0.943350,1.000000
286,21,27.631699,25.241015,0.943548,1.000000
287,20,28.626540,26.208432,0.943744,1.000000
288,20,29.234126,26.753233,0.943940,1.000000
289,22,28.529689,26.108577,0.944134,1.000000
290,22,28.529689,26.108577,0.944326,1.000000
291,20,30.292267,27.847507,0.944518,1.000000
292,20,30.292267,27.847507,0.944708,1.000000
293,19,31.529088,28.892426,0.944896,1.000000
294,19,31.529088,28.892426,0.945084,1.000000
295,18,32.202116,29.537753,0.945270,1.000000
296,17,32.869328,30.128844,0.945455,1.000000
297,19,32.104925,29.428173,0.945638,1.000000
298,19,32.104925,29.428173,0.945821,1.000000
299,19,32.104925,29.428173,0.946002,1.000000
300,20,31.735903,29.089918,0.946182,1.000000
301,19,32.360639,29.697425,0.946361,1.000000
302,21,31.633434,29.030067,0.946538,1.000000
303,20,32.242110,29.638370,0.946715,1.000000
304,20,32.242110,29.638370,0.946890,1.000000
305,21,31.883864,29.309054,0.947064,1.000000
306,21,31.883864,29.309054,0.947237,1.000000
307,21,31.883864,29.309054,0.947409,1.000000
308,21,31.883864,29.309054,0.947580,1.000000
309,21,31.883864,29.309054,0.947750,1.000000
310,22,31.533492,28.986977,0.947918,1.000000
311,22,31.533492,28.986977,0.948086,1.000000
312,22,31.533492,28.986977,0.948252,1.000000
313,22,31.533492,28.986977,0.948417,1.000000
314,22,31.533492,28.986977,0.948582,1.000000
315,22,31.533492,28.986977,0.948745,1.000000
316,22,31.533492,28.986977,0.948907,1.000000
317,21,32.289761,29.704183,0.949068,1.000000
318,20,33.010967,30.397081,0.949228,1.000000
319,20,33.010967,30.397081,0.949388,1.000000
320,20,33.010967,30.397081,0.949546,1.000000
321,21,32.652153,30.066678,0.949703,1.000000
322,21,32.652153,30.066678,0.949859,1.000000
323,21,32.652153,30.066678,0.950014,1.000000
324,21,32.652153,30.066678,0.950169,1.000000
325,22,32.301054,29.743380,0.950322,1.000000
326,23,31.957426,29.426961,0.950474,1.000000
327,22,32.731851,30.165829,0.950626,1.000000
328,22,32.731851,30.165829,0.950776,1.000000
329,20,34.229156,31.622618,0.950926,1.000000
330,20,34.229156,31.622618,0.951075,1.000000
331,21,33.868849,31.289749,0.951222,1.000000
332,21,33.868849,31.289749,0.951369,1.000000
333,23,33.170523,30.644599,0.951515,1.000000
334,23,33.170523,30.644599,0.951661,1.000000
335,24,32.832048,30.331899,0.951805,1.000000
336,25,32.500411,30.025517,0.951948,1.000000
337,25,32.500411,30.025517,0.952091,1.000000
338,24,33.266596,30.757657,0.952233,1.000000
339,24,33.266596,30.757657,0.952373,1.000000
340,24,33.266596,30.757657,0.952514,1.000000
341,24,33.266596,30.757657,0.952653,1.000000
342,25,32.933930,30.450080,0.952791,1.000000
343,24,33.708718,31.217037,0.952929,1.000000
344,25,33.374968,30.907957,0.953066,1.000000
345,25,33.374968,30.907957,0.953202,1.000000
346,25,33.374968,30.907957,0.953337,1.000000
347,25,33.374968,30.907957,0.953472,1.000000
348,25,33.374968,30.907957,0.953605,1.000000
349,27,32.726910,30.307803,0.953738,1.000000
350,26,33.540312,31.103984,0.953870,1.000000
351,26,33.540312,31.103984,0.954002,1.000000
352,25,34.355246,31.838510,0.954132,1.000000
353,25,34.765214,32.228612,0.954262,1.000000
354,26,34.434116,31.921673,0.954392,1.000000
355,25,35.140469,32.609227,0.954520,1.000000
356,25,35.140469,32.609227,0.954648,1.000000
357,23,36.504972,33.908581,0.954775,1.000000
358,22,37.159262,34.560704,0.954901,1.000000
359,23,36.808703,34.234659,0.955027,1.000000
360,23,36.808703,34.234659,0.955152,1.000000
361,23,36.808703,34.234659,0.955276,1.000000
362,23,36.808703,34.234659,0.955399,1.000000
363,23,36.808703,34.234659,0.955522,1.000000
364,23,36.808703,34.234659,0.955645,1.000000
365,23,36.808703,34.234659,0.955766,1.000000
366,23,36.808703,34.234659,0.955887,1.000000
367,23,36.808703,34.234659,0.956007,1.000000
368,24,36.464696,33.914709,0.956127,1.000000
369,23,37.209544,34.630562,0.956246,1.000000
370,24,36.865011,34.309909,0.956364,1.000000
371,24,36.865011,34.309909,0.956481,1.000000
372,25,36.526800,33.995139,0.956598,1.000000
373,25,36.526800,33.995139,0.956715,1.000000
374,26,36.194738,33.686092,0.956831,1.000000
375,27,35.868659,33.382614,0.956946,1.000000
376,27,36.296117,33.792983,0.957060,1.000000
377,27,36.296117,33.792983,0.957174,1.000000
378,27,36.296117,33.792983,0.957287,1.000000
379,27,36.702109,34.217965,0.957400,1.000000
380,28,36.380160,33.917807,0.957512,1.000000
381,28,36.380160,33.917807,0.957624,1.000000
382,27,37.126450,34.644692,0.957735,1.000000
383,27,37.126450,34.644692,0.957845,1.000000
384,29,36.486339,34.047370,0.957955,1.000000
385,29,36.486339,34.047370,0.958064,1.000000
386,29,36.486339,34.047370,0.958173,1.000000
387,29,36.486339,34.047370,0.958281,1.000000
388,28,37.247505,34.786722,0.958388,1.000000
389,28,37.247505,34.786722,0.958495,1.000000
390,27,38.001204,35.539339,0.958602,1.000000
391,28,37.676408,35.235583,0.958707,1.000000
392,28,37.676408,35.235583,0.958813,1.000000
393,28,37.676408,35.235583,0.958918,1.000000
394,27,38.462879,35.997136,0.959022,1.000000
395,27,38.462879,35.997136,0.959126,1.000000
396,27,38.462879,35.997136,0.959229,1.000000
397,27,38.462879,35.997136,0.959332,1.000000
398,28,38.136922,35.692075,0.959434,1.000000
399,28,38.136922,35.692075,0.959535,1.000000
400,28,38.136922,35.692075,0.959637,1.000000
401,28,38.136922,35.692075,0.959737,1.000000
402,29,37.816444,35.392142,0.959837,1.000000
403,29,37.816444,35.392142,0.959937,1.000000
404,30,37.501307,35.097208,0.960036,1.000000
405,30,37.501307,35.097208,0.960135,1.000000
406,30,37.501307,35.097208,0.960233,1.000000
407,30,37.501307,35.097208,0.960331,1.000000
408,30,37.501307,35.097208,0.960428,1.000000
409,30,37.501307,35.097208,0.960525,1.000000
410,30,37.501307,35.097208,0.960621,1.000000
411,30,37.501307,35.097208,0.960717,1.000000
412,30,37.501307,35.097208,0.960812,1.000000
413,30,37.501307,35.097208,0.960907,1.000000
414,30,37.501307,35.097208,0.961001,1.000000
415,30,37.501307,35.097208,0.961095,1.000000
416,30,37.501307,35.097208,0.961189,1.000000
417,29,38.434345,35.988945,0.961282,1.000000
418,29,38.434345,35.988945,0.961375,1.000000
419,30,38.116705,35.691516,0.961467,1.000000
420,30,38.116705,35.691516,0.961559,1.000000
421,29,39.037338,36.518597,0.961650,1.000000
422,30,38.717360,36.219264,0.961741,1.000000
423,30,38.717360,36.219264,0.961831,1.000000
424,30,38.717360,36.219264,0.961921,1.000000
425,31,38.402585,35.924798,0.962011,1.000000
426,30,39.256017,36.750920,0.962100,1.000000
427,31,38.939437,36.454541,0.962189,1.000000
428,32,38.627921,36.162905,0.962277,1.000000
429,32,38.627921,36.162905,0.962365,1.000000
430,32,38.627921,36.162905,0.962453,1.000000
431,32,38.627921,36.162905,0.962540,1.000000
432,32,38.627921,36.162905,0.962626,1.000000
433,32,38.627921,36.162905,0.962713,1.000000
434,34,38.019607,35.593410,0.962799,1.000000
435,35,37.722579,35.315337,0.962884,1.000000
436,35,37.722579,35.315337,0.962969,1.000000
437,37,37.142232,34.772024,0.963054,1.000000
438,38,36.858703,34.506589,0.963138,1.000000
439,38,36.858703,34.506589,0.963222,1.000000
440,37,37.735093,35.371435,0.963306,1.000000
441,37,37.735093,35.371435,0.963389,1.000000
442,38,37.449221,35.103470,0.963472,1.000000
443,38,37.449221,35.103470,0.963554,1.000000
444,38,37.449221,35.103470,0.963637,1.000000
445,38,37.449221,35.103470,0.963718,1.000000
446,38,37.449221,35.103470,0.963800,1.000000
447,38,38.075918,35.715329,0.963881,1.000000
448,37,38.960554,36.581008,0.963961,1.000000
449,37,38.960554,36.581008,0.964041,1.000000
450,37,38.960554,36.581008,0.964121,1.000000
451,37,38.960554,36.581008,0.964201,1.000000
452,37,38.960554,36.581008,0.964280,1.000000
453,35,40.758381,38.362631,0.964359,1.000000
454,37,40.154553,37.794295,0.964437,1.000000
455,37,40.154553,37.794295,0.964516,1.000000
456,37,40.750368,38.398850,0.964593,1.000000
457,37,40.750368,38.398850,0.964671,1.000000
458,37,40.750368,38.398850,0.964748,1.000000
459,36,41.649151,39.258393,0.964825,1.000000
460,36,41.649151,39.258393,0.964901,1.000000
461,36,41.649151,39.258393,0.964977,1.000000
462,38,41.045540,38.689431,0.965053,1.000000
463,38,41.045540,38.689431,0.965129,1.000000
464,38,41.045540,38.689431,0.965204,1.000000
465,37,41.940350,39.570356,0.965279,1.000000
466,36,42.824281,40.413683,0.965353,1.000000
467,36,42.824281,40.413683,0.965427,1.000000
468,35,43.684561,41.273930,0.965501,1.000000
469,35,43.684561,41.273930,0.965575,1.000000
470,35,43.684561,41.273930,0.965648,1.000000
471,35,43.684561,41.273930,0.965721,1.000000
472,34,44.571800,42.130917,0.965794,1.000000
473,33,45.441177,42.996540,0.965866,1.000000
474,33,45.441177,42.996540,0.965938,1.000000
475,34,45.114262,42.687212,0.966010,1.000000
476,33,45.991887,43.529654,0.966081,1.000000
477,33,45.991887,43.529654,0.966152,1.000000
478,31,47.647854,45.103649,0.966223,1.000000
479,32,47.307512,44.781480,0.966294,1.000000
480,32,47.307512,44.781480,0.966364,1.000000
481,32,47.307512,44.781480,0.966434,1.000000
482,33,46.971997,44.463881,0.966503,1.000000
483,33,46.971997,44.463881,0.966573,1.000000
484,33,46.971997,44.463881,0.966642,1.000000
485,32,47.785441,45.261771,0.966711,1.000000
486,32,47.785441,45.261771,0.966779,1.000000
487,34,47.117113,44.628739,0.966847,1.000000
488,34,47.117113,44.628739,0.966915,1.000000
489,32,48.731095,46.222920,0.966983,1.000000
490,33,48.392685,45.901928,0.967050,1.000000
491,34,48.058942,45.585363,0.967117,1.000000
492,33,48.861006,46.379885,0.967184,1.000000
493,33,48.861006,46.379885,0.967251,1.000000
494,33,48.861006,46.379885,0.967317,1.000000
495,33,48.861006,46.379885,0.967383,1.000000
496,33,48.861006,46.379885,0.967449,1.000000
497,32,49.691811,47.194237,0.967514,1.000000
498,32,49.691811,47.194237,0.967580,1.000000
499,32,49.691811,47.194237,0.967645,1.000000
500,32,49.691811,47.194237,0.967709,1.000000
501,32,49.691811,47.194237,0.967774,1.000000
502,33,49.351456,46.870989,0.967838,1.000000
503,33,49.351456,46.870989,0.967902,1.000000
504,35,48.684545,46.237597,0.967966,1.000000
505,35,48.684545,46.237597,0.968029,1.000000
506,35,48.684545,46.237597,0.968092,1.000000
507,36,48.357803,45.927278,0.968155,1.000000
508,36,48.357803,45.927278,0.968218,1.000000
509,37,48.035417,45.621096,0.968280,1.000000
510,37,48.035417,45.621096,0.968342,1.000000
511,38,47.717302,45.318970,0.968404,1.000000
512,38,47.717302,45.318970,0.968466,1.000000
513,38,47.717302,45.318970,0.968528,1.000000
514,38,47.717302,45.318970,0.968589,1.000000
515,38,47.717302,45.318970,0.968650,1.000000
516,38,47.717302,45.318970,0.968710,1.000000
517,38,47.717302,45.318970,0.968771,1.000000
518,38,47.717302,45.318970,0.968831,1.000000
519,41,46.787744,44.436133,0.968891,1.000000
520,41,46.787744,44.436133,0.968951,1.000000
521,41,46.787744,44.436133,0.969011,1.000000
522,41,46.787744,44.436133,0.969070,1.000000
523,42,46.485888,44.149448,0.969129,1.000000
524,42,46.485888,44.149448,0.969188,1.000000
525,42,46.485888,44.149448,0.969247,1.000000
526,43,46.187901,43.866439,0.969305,1.000000
527,43,46.187901,43.866439,0.969364,1.000000
528,43,46.842890,44.531537,0.969422,1.000000
529,43,46.842890,44.531537,0.969479,1.000000
530,44,46.546416,44.249692,0.969537,1.000000
531,44,46.546416,44.249692,0.969594,1.000000
532,43,47.509916,45.187826,0.969652,1.000000
533,43,47.509916,45.187826,0.969708,1.000000
534,43,47.509916,45.187826,0.969765,1.000000
535,43,47.509916,45.187826,0.969822,1.000000
536,43,47.509916,45.187826,0.969878,1.000000
537,43,47.509916,45.187826,0.969934,1.000000
538,43,47.509916,45.187826,0.969990,1.000000
539,43,47.509916,45.187826,0.970046,1.000000
540,43,47.509916,45.187826,0.970101,1.000000
541,43,47.509916,45.187826,0.970156,1.000000
542,43,47.509916,45.187826,0.970211,1.000000
543,43,47.509916,45.187826,0.970266,1.000000
544,43,47.509916,45.187826,0.970321,1.000000
545,44,47.211111,44.903626,0.970375,1.000000
546,43,48.234026,45.921896,0.970430,1.000000
547,43,48.234026,45.921896,0.970484,1.000000
548,43,48.234026,45.921896,0.970538,1.000000
549,43,48.234026,45.921896,0.970591,1.000000
550,41,50.276092,47.875612,0.970645,1.000000
551,41,50.276092,47.875612,0.970698,1.000000
552,41,50.276092,47.875612,0.970751,1.000000
553,43,49.651544,47.280884,0.970804,1.000000
554,46,48.743284,46.415990,0.970857,1.000000
555,47,48.447870,46.134681,0.970909,1.000000
556,46,49.401150,47.068189,0.970962,1.000000
557,47,49.103553,46.784645,0.971014,1.000000
558,47,49.103553,46.784645,0.971066,1.000000
559,46,50.050167,47.719541,0.971117,1.000000
560,45,50.989864,48.566624,0.971169,1.000000
561,45,50.989864,48.566624,0.971220,1.000000
562,45,50.989864,48.566624,0.971272,1.000000
563,45,50.989864,48.566624,0.971323,1.000000
564,44,51.864143,49.424233,0.971373,1.000000
565,44,51.864143,49.424233,0.971424,1.000000
566,44,51.864143,49.424233,0.971475,1.000000
567,43,52.740787,50.278973,0.971525,1.000000
568,42,53.598278,51.125661,0.971575,1.000000
569,44,52.960203,50.517022,0.971625,1.000000
570,44,52.960203,50.517022,0.971675,1.000000
571,43,53.816787,51.365292,0.971724,1.000000
572,43,53.816787,51.365292,0.971774,1.000000
573,43,53.816787,51.365292,0.971823,1.000000
574,42,54.680134,52.198387,0.971872,1.000000
575,42,54.680134,52.198387,0.971921,1.000000
576,42,54.680134,52.198387,0.971970,1.000000
577,42,54.680134,52.198387,0.972018,1.000000
578,42,54.680134,52.198387,0.972067,1.000000
579,43,54.356582,51.889521,0.972115,1.000000
